Date;Filière;Valeur (°C)
2021/12/26;"Température réalisée au dessus de la normale";8,97
2021/12/27;"Température réalisée au dessus de la normale";9,73
2021/12/28;"Température réalisée au dessus de la normale";11,29
2021/12/29;"Température réalisée au dessus de la normale";12,62
2021/12/30;"Température réalisée au dessus de la normale";12,88
2021/12/31;"Température réalisée au dessus de la normale";10,38
2022/01/01;"Température réalisée au dessus de la normale";9,68
2022/01/02;"Température réalisée au dessus de la normale";10,53
2022/01/03;"Température réalisée au dessus de la normale";10,49
2022/01/04;"Température réalisée au dessus de la normale";9,14
2022/01/05;"Température réalisée au dessus de la normale";4,65
2022/01/06;"Température réalisée au dessus de la normale";3,17
2022/01/07;"Température réalisée au dessus de la normale";4,59
2022/01/08;"Température réalisée au dessus de la normale";6,83
2022/01/09;"Température réalisée au dessus de la normale";6,45
2022/01/10;"Température réalisée au dessus de la normale";5,59
2022/01/11;"Température réalisée au dessus de la normale";3,51
2022/01/12;"Température réalisée au dessus de la normale";2,6
2022/01/13;"Température réalisée au dessus de la normale";2,1
2022/01/14;"Température réalisée au dessus de la normale";1,71
2022/01/15;"Température réalisée au dessus de la normale";1,27
2022/01/16;"Température réalisée au dessus de la normale";2
2022/01/17;"Température réalisée au dessus de la normale";4,28
2022/01/18;"Température réalisée au dessus de la normale";3,77
2022/01/19;"Température réalisée au dessus de la normale";4,27
2022/01/20;"Température réalisée au dessus de la normale";4,93
2022/01/21;"Température réalisée au dessus de la normale";3,24
2022/01/22;"Température réalisée au dessus de la normale";3,24
2022/01/23;"Température réalisée au dessus de la normale";3,35
2022/01/24;"Température réalisée au dessus de la normale";2,69
2022/01/25;"Température réalisée au dessus de la normale";1,53
2022/01/26;"Température réalisée au dessus de la normale";1,81
2022/01/27;"Température réalisée au dessus de la normale";2,82
2022/01/28;"Température réalisée au dessus de la normale";4,94
2022/01/29;"Température réalisée au dessus de la normale";5,95
2022/01/30;"Température réalisée au dessus de la normale";6,74
2022/01/31;"Température réalisée au dessus de la normale";6,54
2022/02/01;"Température réalisée au dessus de la normale";6,35
2022/02/02;"Température réalisée au dessus de la normale";9
2022/02/03;"Température réalisée au dessus de la normale";7,25
2022/02/04;"Température réalisée au dessus de la normale";7,62
2022/02/05;"Température réalisée au dessus de la normale";6,19
2022/02/06;"Température réalisée au dessus de la normale";7,64
2022/02/07;"Température réalisée au dessus de la normale";8,06
2022/02/08;"Température réalisée au dessus de la normale";7
2022/02/09;"Température réalisée au dessus de la normale";7,13
2022/02/10;"Température réalisée au dessus de la normale";7,64
2022/02/11;"Température réalisée au dessus de la normale";5,55
2022/02/12;"Température réalisée au dessus de la normale";4,23
2022/02/13;"Température réalisée au dessus de la normale";7,34
2022/02/14;"Température réalisée au dessus de la normale";8,29
2022/02/15;"Température réalisée au dessus de la normale";7,41
2022/02/16;"Température réalisée au dessus de la normale";10,65
2022/02/17;"Température réalisée au dessus de la normale";12,05
2022/02/18;"Température réalisée au dessus de la normale";10,47
2022/02/19;"Température réalisée au dessus de la normale";7,42
2022/02/20;"Température réalisée au dessus de la normale";9,76
2022/02/21;"Température réalisée au dessus de la normale";8,95
2022/02/22;"Température réalisée au dessus de la normale";9,15
2022/02/23;"Température réalisée au dessus de la normale";9,03
2022/02/24;"Température réalisée au dessus de la normale";8,29
2022/02/25;"Température réalisée au dessus de la normale";6,29
2022/02/26;"Température réalisée au dessus de la normale";5,62
2022/02/27;"Température réalisée au dessus de la normale";5,81
2022/02/28;"Température réalisée au dessus de la normale";6,76
2022/03/01;"Température réalisée au dessus de la normale";7,9
2022/03/02;"Température réalisée au dessus de la normale";8,35
2022/03/03;"Température réalisée au dessus de la normale";8,74
2022/03/04;"Température réalisée au dessus de la normale";8,42
2022/03/05;"Température réalisée au dessus de la normale";6,72
2022/03/06;"Température réalisée au dessus de la normale";5,12
2022/03/07;"Température réalisée au dessus de la normale";3,88
2022/03/08;"Température réalisée au dessus de la normale";6,08
2022/03/09;"Température réalisée au dessus de la normale";8,66
2022/03/10;"Température réalisée au dessus de la normale";9,53
2022/03/11;"Température réalisée au dessus de la normale";9,83
2022/03/12;"Température réalisée au dessus de la normale";9,09
2022/03/13;"Température réalisée au dessus de la normale";8,81
2022/03/14;"Température réalisée au dessus de la normale";9,15
2022/03/15;"Température réalisée au dessus de la normale";11,45
2022/03/16;"Température réalisée au dessus de la normale";11,19
2022/03/17;"Température réalisée au dessus de la normale";9,52
2022/03/18;"Température réalisée au dessus de la normale";9,53
2022/03/19;"Température réalisée au dessus de la normale";10,49
2022/03/20;"Température réalisée au dessus de la normale";9,8
2022/03/21;"Température réalisée au dessus de la normale";11,5
2022/03/22;"Température réalisée au dessus de la normale";10,91
2022/03/23;"Température réalisée au dessus de la normale";10,53
2022/03/24;"Température réalisée au dessus de la normale";11,27
2022/03/25;"Température réalisée au dessus de la normale";12,04
2022/03/26;"Température réalisée au dessus de la normale";12,47
2022/03/27;"Température réalisée au dessus de la normale";13,19
2022/03/28;"Température réalisée au dessus de la normale";13,6
2022/03/29;"Température réalisée au dessus de la normale";12,73
2022/03/30;"Température réalisée au dessus de la normale";10,58
2022/03/31;"Température réalisée au dessus de la normale";7,5
2022/04/01;"Température réalisée au dessus de la normale";3,52
2022/04/02;"Température réalisée au dessus de la normale";3,75
2022/04/03;"Température réalisée au dessus de la normale";4,09
2022/04/04;"Température réalisée au dessus de la normale";5,62
2022/04/05;"Température réalisée au dessus de la normale";9,23
2022/04/06;"Température réalisée au dessus de la normale";10,36
2022/04/07;"Température réalisée au dessus de la normale";11,84
2022/04/08;"Température réalisée au dessus de la normale";10,34
2022/04/09;"Température réalisée au dessus de la normale";7,82
2022/04/10;"Température réalisée au dessus de la normale";8,43
2022/04/11;"Température réalisée au dessus de la normale";12,39
2022/04/12;"Température réalisée au dessus de la normale";14,22
2022/04/13;"Température réalisée au dessus de la normale";13,74
2022/04/14;"Température réalisée au dessus de la normale";15,17
2022/04/15;"Température réalisée au dessus de la normale";15,76
2022/04/16;"Température réalisée au dessus de la normale";15,26
2022/04/17;"Température réalisée au dessus de la normale";14,09
2022/04/18;"Température réalisée au dessus de la normale";13,03
2022/04/19;"Température réalisée au dessus de la normale";12,06
2022/04/20;"Température réalisée au dessus de la normale";12,5
2022/04/21;"Température réalisée au dessus de la normale";13,54
2022/04/22;"Température réalisée au dessus de la normale";13,84
2022/04/23;"Température réalisée au dessus de la normale";13,28
2022/04/24;"Température réalisée au dessus de la normale";12,69
2022/04/25;"Température réalisée au dessus de la normale";12,42
2022/04/26;"Température réalisée au dessus de la normale";12,4
2022/04/27;"Température réalisée au dessus de la normale";13,13
2022/04/28;"Température réalisée au dessus de la normale";14,61
2022/04/29;"Température réalisée au dessus de la normale";14,5
2022/04/30;"Température réalisée au dessus de la normale";13,13
2022/05/01;"Température réalisée au dessus de la normale";13,03
2022/05/02;"Température réalisée au dessus de la normale";13,87
2022/05/03;"Température réalisée au dessus de la normale";14,39
2022/05/04;"Température réalisée au dessus de la normale";13,99
2022/05/05;"Température réalisée au dessus de la normale";14,02
2022/05/06;"Température réalisée au dessus de la normale";14,93
2022/05/07;"Température réalisée au dessus de la normale";15,87
2022/05/08;"Température réalisée au dessus de la normale";16,22
2022/05/09;"Température réalisée au dessus de la normale";17,89
2022/05/10;"Température réalisée au dessus de la normale";19,38
2022/05/11;"Température réalisée au dessus de la normale";18,68
2022/05/12;"Température réalisée au dessus de la normale";16,84
2022/05/13;"Température réalisée au dessus de la normale";16,96
2022/05/14;"Température réalisée au dessus de la normale";18,29
2022/05/15;"Température réalisée au dessus de la normale";20,49
2022/05/16;"Température réalisée au dessus de la normale";19,89
2022/05/17;"Température réalisée au dessus de la normale";21,5
2022/05/18;"Température réalisée au dessus de la normale";22,13
2022/05/19;"Température réalisée au dessus de la normale";21,3
2022/05/20;"Température réalisée au dessus de la normale";19,87
2022/05/21;"Température réalisée au dessus de la normale";19,56
2022/05/22;"Température réalisée au dessus de la normale";20,39
2022/05/23;"Température réalisée au dessus de la normale";17,6
